countyfips,countyname,voted_all,reg_all,pct_voted_all,voted_gender_male,reg_gender_male,pct_voted_gender_male,voted_gender_female,reg_gender_female,pct_voted_gender_female,voted_gender_unknown,reg_gender_unknown,pct_voted_gender_unknown,voted_age_18_19,reg_age_18_19,pct_voted_age_18_19,voted_age_20_24,reg_age_20_24,pct_voted_age_20_24,voted_age_25_29,reg_age_25_29,pct_voted_age_25_29,voted_age_30_34,reg_age_30_34,pct_voted_age_30_34,voted_age_35_44,reg_age_35_44,pct_voted_age_35_44,voted_age_45_54,reg_age_45_54,pct_voted_age_45_54,voted_age_55_64,reg_age_55_64,pct_voted_age_55_64,voted_age_65_74,reg_age_65_74,pct_voted_age_65_74,voted_age_75_84,reg_age_75_84,pct_voted_age_75_84,voted_age_85over,reg_age_85over,pct_voted_age_85over,voted_party_democratic,reg_party_democratic,pct_voted_party_democratic,voted_party_republican,reg_party_republican,pct_voted_party_republican,voted_party_ind_npp,reg_party_ind_npp,pct_voted_party_ind_npp,voted_party_others,reg_party_others,pct_voted_party_others,voted_eur,reg_eur,pct_voted_eur,voted_hisp,reg_hisp,pct_voted_hisp,voted_aa,reg_aa,pct_voted_aa,voted_esa,reg_esa,pct_voted_esa,voted_oth,reg_oth,pct_voted_oth,voted_unk,reg_unk,pct_voted_unk,voted_self_afam,reg_self_afam,pct_voted_self_afam,voted_eur_party_democratic,reg_eur_party_democratic,pct_voted_eur_party_democratic,voted_eur_party_republican,reg_eur_party_republican,pct_voted_eur_party_republican,voted_eur_party_ind_npp,reg_eur_party_ind_npp,pct_voted_eur_party_ind_npp,voted_eur_party_others,reg_eur_party_others,pct_voted_eur_party_others,voted_hisp_party_democratic,reg_hisp_party_democratic,pct_voted_hisp_party_democratic,voted_hisp_party_republican,reg_hisp_party_republican,pct_voted_hisp_party_republican,voted_hisp_party_ind_npp,reg_hisp_party_ind_npp,pct_voted_hisp_party_ind_npp,voted_hisp_party_others,reg_hisp_party_others,pct_voted_hisp_party_others,voted_aa_party_democratic,reg_aa_party_democratic,pct_voted_aa_party_democratic,voted_aa_party_republican,reg_aa_party_republican,pct_voted_aa_party_republican,voted_aa_party_ind_npp,reg_aa_party_ind_npp,pct_voted_aa_party_ind_npp,voted_aa_party_others,reg_aa_party_others,pct_voted_aa_party_others,voted_esa_party_democratic,reg_esa_party_democratic,pct_voted_esa_party_democratic,voted_esa_party_republican,reg_esa_party_republican,pct_voted_esa_party_republican,voted_esa_party_ind_npp,reg_esa_party_ind_npp,pct_voted_esa_party_ind_npp,voted_esa_party_others,reg_esa_party_others,pct_voted_esa_party_others,voted_oth_party_democratic,reg_oth_party_democratic,pct_voted_oth_party_democratic,voted_oth_party_republican,reg_oth_party_republican,pct_voted_oth_party_republican,voted_oth_party_ind_npp,reg_oth_party_ind_npp,pct_voted_oth_party_ind_npp,voted_oth_party_others,reg_oth_party_others,pct_voted_oth_party_others,voted_unk_party_democratic,reg_unk_party_democratic,pct_voted_unk_party_democratic,voted_unk_party_republican,reg_unk_party_republican,pct_voted_unk_party_republican,voted_unk_party_ind_npp,reg_unk_party_ind_npp,pct_voted_unk_party_ind_npp,voted_unk_party_others,reg_unk_party_others,pct_voted_unk_party_others,voted_self_afam_party_democratic,reg_self_afam_party_democratic,pct_voted_self_afam_party_democratic,voted_self_afam_party_republican,reg_self_afam_party_republican,pct_voted_self_afam_party_republican,voted_self_afam_party_ind_npp,reg_self_afam_party_ind_npp,pct_voted_self_afam_party_ind_npp,voted_self_afam_party_others,reg_self_afam_party_others,pct_voted_self_afam_party_others
1087,MACON,7777,16031,0.4851,3079,7089,0.4343,4697,8936,0.5256,1,6,0.1667,106,170,0.6235,418,1009,0.4143,390,1547,0.2521,405,1767,0.2292,859,3009,0.2855,1049,2196,0.4777,1533,2239,0.6847,1700,2254,0.7542,1026,1369,0.7495,290,466,0.6223,6269,13613,0.4605,1391,2079,0.6691,117,339,0.3451,0,0,,1532,2297,0.667,41,113,0.3628,6029,13365,0.4511,10,25,0.4,23,41,0.561,142,190,0.7474,5976,13173,0.4537,283,368,0.769,1195,1812,0.6595,54,117,0.4615,0,0,,7,21,0.3333,15,22,0.6818,19,70,0.2714,0,0,,5935,13158,0.4511,79,124,0.6371,15,83,0.1807,0,0,,3,9,0.3333,5,7,0.7143,2,9,0.2222,0,0,,9,15,0.6,12,15,0.8,2,11,0.1818,0,0,,32,42,0.7619,85,99,0.8586,25,49,0.5102,0,0,,5901,13056,0.452,75,117,0.641,0,0,,0,0,
1089,MADISON,196326,307892,0.6376,90035,146313,0.6154,106276,161544,0.6579,15,35,0.4286,2072,3265,0.6346,11649,23879,0.4878,14575,31086,0.4689,15050,29533,0.5096,31488,53765,0.5857,29865,44717,0.6679,37066,49735,0.7453,31749,40752,0.7791,17197,22230,0.7736,5594,8837,0.633,69415,124044,0.5596,118797,167709,0.7084,8114,16139,0.5028,0,0,,127810,184648,0.6922,6403,11792,0.543,42446,81270,0.5223,3198,5696,0.5614,2344,4035,0.5809,14125,20451,0.6907,41789,79720,0.5242,18221,24763,0.7358,104347,149460,0.6982,5242,10425,0.5028,0,0,,4414,9394,0.4699,1979,2380,0.8315,10,18,0.5556,0,0,,40803,79210,0.5151,1626,2028,0.8018,17,32,0.5313,0,0,,2089,4310,0.4847,1100,1366,0.8053,9,20,0.45,0,0,,1337,2794,0.4785,1001,1230,0.8138,6,11,0.5455,0,0,,2551,3573,0.714,8744,11245,0.7776,2830,5633,0.5024,0,0,,40218,77757,0.5172,1554,1931,0.8048,17,32,0.5313,0,0,
1091,MARENGO,9589,14964,0.6408,4077,6862,0.5941,5512,8102,0.6803,0,0,,82,136,0.6029,460,980,0.4694,458,1079,0.4245,539,1198,0.4499,1194,2182,0.5472,1505,2357,0.6385,1893,2604,0.727,2014,2505,0.804,1104,1403,0.7869,339,509,0.666,6804,10696,0.6361,2639,3888,0.6788,146,380,0.3842,0,0,,4639,6196,0.7487,83,134,0.6194,4428,7994,0.5539,27,49,0.551,20,46,0.4348,392,545,0.7193,4415,7959,0.5547,2186,2492,0.8772,2371,3516,0.6743,82,188,0.4362,0,0,,34,41,0.8293,30,38,0.7895,19,55,0.3455,0,0,,4384,7918,0.5537,43,67,0.6418,1,9,0.1111,0,0,,11,15,0.7333,11,15,0.7333,5,19,0.2632,0,0,,4,8,0.5,13,19,0.6842,3,19,0.1579,0,0,,185,222,0.8333,171,233,0.7339,36,90,0.4,0,0,,4376,7899,0.554,39,60,0.65,0,0,,0,0,
1093,MARION,13402,21299,0.6292,6260,10162,0.616,7142,11137,0.6413,0,0,,134,190,0.7053,775,1532,0.5059,746,1645,0.4535,767,1602,0.4788,1739,3149,0.5522,2102,3287,0.6395,2573,3711,0.6933,2479,3267,0.7588,1617,2117,0.7638,468,790,0.5924,972,2199,0.442,10201,12789,0.7976,2229,6311,0.3532,0,0,,12066,18708,0.645,185,425,0.4353,281,741,0.3792,48,88,0.5455,52,90,0.5778,770,1247,0.6175,280,739,0.3789,567,1030,0.5505,9425,11801,0.7987,2074,5877,0.3529,0,0,,103,328,0.314,82,97,0.8454,0,0,,0,0,,227,663,0.3424,54,78,0.6923,0,0,,0,0,,20,55,0.3636,28,33,0.8485,0,0,,0,0,,16,43,0.3721,36,45,0.8,0,2,0.0,0,0,,39,80,0.4875,576,735,0.7837,155,432,0.3588,0,0,,226,661,0.3419,54,78,0.6923,0,0,,0,0,
1095,MARSHALL,40041,64615,0.6197,18589,30678,0.6059,21452,33934,0.6322,0,3,0.0,358,605,0.5917,2294,4894,0.4687,2429,5271,0.4608,2500,5196,0.4811,5385,9725,0.5537,5945,9426,0.6307,7864,11116,0.7074,7503,10086,0.7439,4585,6175,0.7425,1175,2075,0.5663,4632,10084,0.4593,27717,34848,0.7954,7692,19683,0.3908,0,0,,34817,53827,0.6468,1401,3960,0.3538,477,1344,0.3549,246,449,0.5479,255,436,0.5849,2845,4599,0.6186,474,1329,0.3567,2643,4297,0.6151,25109,31533,0.7963,7065,17997,0.3926,0,0,,1114,3587,0.3106,283,366,0.7732,4,7,0.5714,0,0,,428,1258,0.3402,49,85,0.5765,0,1,0.0,0,0,,146,329,0.4438,99,119,0.8319,1,1,1.0,0,0,,110,270,0.4074,145,165,0.8788,0,1,0.0,0,0,,191,343,0.5569,2032,2580,0.7876,622,1676,0.3711,0,0,,425,1243,0.3419,49,85,0.5765,0,1,0.0,0,0,
1097,MOBILE,174434,298948,0.5835,74287,136380,0.5447,100133,162530,0.6161,14,38,0.3684,1358,2598,0.5227,9325,20273,0.46,10899,26586,0.41,11079,26114,0.4243,25383,50745,0.5002,27317,47424,0.576,31910,47510,0.6716,32934,44056,0.7475,18893,24946,0.7574,5325,8531,0.6242,69222,135518,0.5108,99559,149642,0.6653,5653,13788,0.41,0,0,,101637,158888,0.6397,3282,6791,0.4833,55828,109106,0.5117,1685,4041,0.417,1520,3152,0.4822,10482,16970,0.6177,55420,108111,0.5126,9619,15419,0.6238,88212,134596,0.6554,3806,8873,0.4289,0,0,,2023,5232,0.3867,1255,1549,0.8102,4,10,0.4,0,0,,54306,107109,0.507,1515,1982,0.7644,7,15,0.4667,0,0,,1085,3225,0.3364,598,812,0.7365,2,4,0.5,0,0,,862,2294,0.3758,653,845,0.7728,5,13,0.3846,0,0,,1327,2239,0.5927,7326,9858,0.7432,1829,4873,0.3753,0,0,,53967,106210,0.5081,1448,1889,0.7665,5,12,0.4167,0,0,
1099,MONROE,9691,15471,0.6264,4255,7230,0.5885,5436,8241,0.6596,0,0,,83,133,0.6241,510,1110,0.4595,543,1340,0.4052,530,1217,0.4355,1114,2202,0.5059,1480,2380,0.6218,1894,2569,0.7373,2041,2549,0.8007,1179,1499,0.7865,315,469,0.6716,3969,7413,0.5354,5481,7464,0.7343,241,594,0.4057,0,0,,5619,7910,0.7104,63,119,0.5294,3515,6725,0.5227,30,57,0.5263,72,119,0.605,392,541,0.7246,3498,6691,0.5228,445,680,0.6544,5018,6874,0.73,156,356,0.4382,0,0,,8,16,0.5,42,56,0.75,13,47,0.2766,0,0,,3465,6641,0.5218,46,69,0.6667,4,15,0.2667,0,0,,2,7,0.2857,14,21,0.6667,14,29,0.4828,0,0,,8,15,0.5333,49,64,0.7656,15,40,0.375,0,0,,41,54,0.7593,312,380,0.8211,39,107,0.3645,0,0,,3459,6630,0.5217,39,60,0.65,0,1,0.0,0,0,
1101,MONTGOMERY,88797,151931,0.5845,34981,66198,0.5284,53813,85712,0.6278,3,21,0.1429,780,1558,0.5006,4875,11265,0.4328,5140,14197,0.362,5403,13847,0.3902,12930,26251,0.4926,14355,23307,0.6159,16615,23345,0.7117,16505,21587,0.7646,9438,12122,0.7786,2740,4358,0.6287,57580,107281,0.5367,30146,42048,0.7169,1071,2602,0.4116,0,0,,31375,45094,0.6958,1219,2694,0.4525,51597,96234,0.5362,981,2374,0.4132,464,908,0.511,3161,4627,0.6832,51125,95158,0.5373,4465,6434,0.694,26251,37098,0.7076,659,1562,0.4219,0,0,,865,2255,0.3836,353,438,0.8059,1,1,1.0,0,0,,50612,94972,0.5329,965,1218,0.7923,20,44,0.4545,0,0,,725,2030,0.3571,255,343,0.7434,1,1,1.0,0,0,,305,709,0.4302,157,194,0.8093,2,5,0.4,0,0,,608,881,0.6901,2165,2757,0.7853,388,989,0.3923,0,0,,50188,93958,0.5342,917,1157,0.7926,20,43,0.4651,0,0,
1103,MORGAN,53211,84152,0.6323,24238,39433,0.6147,28972,44718,0.6479,1,1,1.0,464,730,0.6356,2877,6094,0.4721,3033,6816,0.445,3135,6738,0.4653,7255,13012,0.5576,8313,12714,0.6538,10533,14542,0.7243,9940,12928,0.7689,5997,7845,0.7644,1661,2718,0.6111,10371,20555,0.5045,34585,43411,0.7967,8255,20186,0.4089,0,0,,42279,63218,0.6688,1531,3566,0.4293,5189,10817,0.4797,332,587,0.5656,404,741,0.5452,3476,5223,0.6655,5156,10726,0.4807,3633,5718,0.6354,31102,38993,0.7976,7544,18507,0.4076,0,0,,1118,3045,0.3672,404,501,0.8064,9,20,0.45,0,0,,4936,10427,0.4734,235,345,0.6812,18,45,0.4,0,0,,142,350,0.4057,190,235,0.8085,0,2,0.0,0,0,,188,471,0.3992,216,266,0.812,0,4,0.0,0,0,,354,544,0.6507,2438,3071,0.7939,684,1608,0.4254,0,0,,4907,10345,0.4743,231,336,0.6875,18,45,0.4,0,0,
1105,PERRY,4439,7335,0.6052,1841,3469,0.5307,2598,3865,0.6722,0,1,0.0,32,51,0.6275,234,512,0.457,210,597,0.3518,231,564,0.4096,480,1075,0.4465,740,1198,0.6177,854,1199,0.7123,941,1196,0.7868,536,676,0.7929,181,266,0.6805,3453,5802,0.5951,941,1412,0.6664,45,121,0.3719,0,0,,1164,1732,0.6721,9,25,0.36,3127,5356,0.5838,4,12,0.3333,6,20,0.3,129,190,0.6789,3121,5337,0.5848,296,384,0.7708,840,1274,0.6593,28,74,0.3784,0,0,,7,23,0.3043,2,2,1.0,0,0,,0,0,,3112,5329,0.584,15,27,0.5556,0,0,,0,0,,3,11,0.2727,1,1,1.0,0,0,,0,0,,4,16,0.25,2,4,0.5,0,0,,0,0,,31,39,0.7949,81,104,0.7788,17,47,0.3617,0,0,,3106,5310,0.5849,15,27,0.5556,0,0,,0,0,
1107,PICKENS,8761,13361,0.6557,3806,6158,0.6181,4954,7201,0.688,1,2,0.5,66,119,0.5546,448,895,0.5006,483,997,0.4845,439,921,0.4767,1170,2019,0.5795,1313,1998,0.6572,1730,2347,0.7371,1769,2244,0.7883,1007,1295,0.7776,333,518,0.6429,3273,5924,0.5525,5325,7004,0.7603,163,433,0.3764,0,0,,5132,6962,0.7371,53,104,0.5096,3184,5747,0.554,37,60,0.6167,21,38,0.5526,334,450,0.7422,3166,5714,0.5541,196,343,0.5714,4828,6382,0.7565,108,237,0.4557,0,0,,8,13,0.6154,31,40,0.775,14,51,0.2745,0,0,,3039,5529,0.5496,138,196,0.7041,7,22,0.3182,0,0,,4,5,0.8,28,34,0.8235,5,21,0.2381,0,0,,0,1,0.0,19,23,0.8261,2,14,0.1429,0,0,,26,33,0.7879,281,329,0.8541,27,88,0.3068,0,0,,3027,5511,0.5493,134,190,0.7053,5,13,0.3846,0,0,
1109,PIKE,13107,22847,0.5737,5659,10546,0.5366,7448,12298,0.6056,0,3,0.0,126,209,0.6029,1004,2013,0.4988,854,2284,0.3739,827,2160,0.3829,1843,3785,0.4869,2001,3332,0.6005,2312,3395,0.681,2293,3100,0.7397,1426,1870,0.7626,421,685,0.6146,4801,10372,0.4629,7740,11185,0.692,566,1290,0.4388,0,0,,7986,12176,0.6559,135,340,0.3971,4162,9026,0.4611,94,204,0.4608,69,128,0.5391,661,973,0.6793,4132,8949,0.4617,510,870,0.5862,7028,10319,0.6811,448,987,0.4539,0,0,,91,284,0.3204,44,55,0.8,0,1,0.0,0,0,,4063,8884,0.4573,95,134,0.709,4,8,0.5,0,0,,51,153,0.3333,43,50,0.86,0,1,0.0,0,0,,33,85,0.3882,36,42,0.8571,0,1,0.0,0,0,,53,96,0.5521,494,585,0.8444,114,292,0.3904,0,0,,4038,8818,0.4579,90,123,0.7317,4,8,0.5,0,0,
1111,RANDOLPH,11013,17962,0.6131,5017,8399,0.5973,5995,9562,0.627,1,1,1.0,108,180,0.6,541,1092,0.4954,609,1444,0.4217,607,1341,0.4526,1253,2510,0.4992,1677,2755,0.6087,2335,3295,0.7086,2244,2993,0.7497,1303,1768,0.737,336,579,0.5803,1766,4113,0.4294,8866,12863,0.6893,381,986,0.3864,0,0,,8622,13075,0.6594,121,263,0.4601,1362,3249,0.4192,50,90,0.5556,41,67,0.6119,817,1218,0.6708,1361,3237,0.4205,335,649,0.5162,8040,11780,0.6825,247,646,0.3824,0,0,,71,197,0.3604,50,65,0.7692,0,1,0.0,0,0,,1276,3093,0.4125,80,144,0.5556,6,12,0.5,0,0,,24,62,0.3871,26,27,0.963,0,1,0.0,0,0,,24,43,0.5581,17,24,0.7083,0,0,,0,0,,36,69,0.5217,653,823,0.7934,128,326,0.3926,0,0,,1275,3082,0.4137,80,143,0.5594,6,12,0.5,0,0,
1113,RUSSELL,20434,40531,0.5042,8633,18242,0.4732,11801,22286,0.5295,0,3,0.0,152,319,0.4765,954,2657,0.3591,1112,3556,0.3127,1276,3789,0.3368,2911,7088,0.4107,3391,6473,0.5239,4166,6740,0.6181,3938,5752,0.6846,1981,3009,0.6584,553,1132,0.4885,10666,22935,0.4651,9129,15791,0.5781,639,1805,0.354,0,0,,9581,17363,0.5518,579,1520,0.3809,9156,19531,0.4688,79,175,0.4514,90,197,0.4569,949,1745,0.5438,9021,19219,0.4694,1031,1914,0.5387,8193,14363,0.5704,357,1086,0.3287,0,0,,465,1370,0.3394,114,149,0.7651,0,1,0.0,0,0,,8941,19131,0.4674,212,396,0.5354,3,4,0.75,0,0,,48,133,0.3609,31,41,0.7561,0,1,0.0,0,0,,60,158,0.3797,30,39,0.7692,0,0,,0,0,,121,229,0.5284,549,803,0.6837,279,713,0.3913,0,0,,8819,18845,0.468,199,371,0.5364,3,3,1.0,0,0,
1117,SHELBY,114671,166416,0.6891,51129,77249,0.6619,63539,89161,0.7126,3,6,0.5,1292,1926,0.6708,7037,13112,0.5367,7166,14121,0.5075,7232,13255,0.5456,17706,27157,0.652,20311,27835,0.7297,21114,27311,0.7731,18818,23210,0.8108,11265,14174,0.7948,2714,4262,0.6368,27219,43895,0.6201,83684,115034,0.7275,3768,7487,0.5033,0,0,,85423,120009,0.7118,3046,5881,0.5179,15379,23975,0.6415,1362,2705,0.5035,1059,1985,0.5335,8402,11861,0.7084,15300,23805,0.6427,7888,11001,0.717,75265,104425,0.7208,2270,4583,0.4953,0,0,,2176,4837,0.4499,869,1039,0.8364,1,5,0.2,0,0,,14541,22968,0.6331,822,981,0.8379,16,26,0.6154,0,0,,910,2126,0.428,451,577,0.7816,1,2,0.5,0,0,,652,1460,0.4466,404,519,0.7784,3,6,0.5,0,0,,1052,1503,0.6999,5873,7493,0.7838,1477,2865,0.5155,0,0,,14475,22819,0.6343,809,960,0.8427,16,26,0.6154,0,0,
1115,ST. CLAIR,43695,69996,0.6242,19702,33006,0.5969,23991,36984,0.6487,2,6,0.3333,412,711,0.5795,2424,4725,0.513,2661,5493,0.4844,2790,5551,0.5026,6846,11964,0.5722,7239,11312,0.6399,8233,11909,0.6913,7641,10443,0.7317,4332,6014,0.7203,1112,1857,0.5988,6621,12071,0.5485,35309,53855,0.6556,1765,4070,0.4337,0,0,,35481,55573,0.6385,668,1317,0.5072,4226,7475,0.5654,227,458,0.4956,189,368,0.5136,2904,4805,0.6044,4214,7442,0.5662,1917,3076,0.6232,32394,49831,0.6501,1170,2666,0.4389,0,0,,428,1018,0.4204,240,298,0.8054,0,1,0.0,0,0,,3875,7040,0.5504,348,428,0.8131,3,7,0.4286,0,0,,118,328,0.3598,109,130,0.8385,0,0,,0,0,,91,240,0.3792,98,126,0.7778,0,2,0.0,0,0,,192,369,0.5203,2120,3042,0.6969,592,1394,0.4247,0,0,,3865,7011,0.5513,346,424,0.816,3,7,0.4286,0,0,
1119,SUMTER,5254,9109,0.5768,2108,4159,0.5069,3146,4950,0.6356,0,0,,33,54,0.6111,196,467,0.4197,222,700,0.3171,270,781,0.3457,593,1365,0.4344,758,1405,0.5395,1074,1563,0.6871,1260,1630,0.773,638,831,0.7677,210,309,0.6796,4343,7705,0.5637,857,1231,0.6962,54,173,0.3121,0,0,,1401,1916,0.7312,12,28,0.4286,3704,6958,0.5323,9,17,0.5294,27,41,0.6585,101,149,0.6779,3697,6932,0.5333,599,703,0.8521,773,1130,0.6841,29,83,0.3494,0,0,,8,10,0.8,4,6,0.6667,0,12,0.0,0,0,,3684,6922,0.5322,18,24,0.75,2,12,0.1667,0,0,,0,2,0.0,5,6,0.8333,4,9,0.4444,0,0,,10,10,1.0,12,12,1.0,5,19,0.2632,0,0,,42,58,0.7241,45,53,0.8491,14,38,0.3684,0,0,,3679,6910,0.5324,18,22,0.8182,0,0,,0,0,
1121,TALLADEGA,33526,58854,0.5696,14533,27036,0.5375,18993,31811,0.5971,0,7,0.0,240,428,0.5607,1631,3863,0.4222,1811,5064,0.3576,1787,4850,0.3685,4355,9274,0.4696,5169,9115,0.5671,6967,10209,0.6824,6811,9190,0.7411,3776,5156,0.7324,977,1682,0.5809,11021,23136,0.4764,21480,32974,0.6514,1025,2744,0.3735,0,0,,21935,35106,0.6248,358,794,0.4509,9268,19605,0.4727,158,328,0.4817,123,240,0.5125,1684,2781,0.6055,9196,19414,0.4737,1504,2690,0.5591,19742,30555,0.6461,689,1861,0.3702,0,0,,224,635,0.3528,134,159,0.8428,0,0,,0,0,,9008,19151,0.4704,257,445,0.5775,3,9,0.3333,0,0,,84,239,0.3515,74,89,0.8315,0,0,,0,0,,61,162,0.3765,62,78,0.7949,0,0,,0,0,,140,259,0.5405,1211,1648,0.7348,333,874,0.381,0,0,,8954,18981,0.4717,239,425,0.5624,3,8,0.375,0,0,
1123,TALLAPOOSA,19900,30940,0.6432,8880,14510,0.612,11020,16430,0.6707,0,0,,153,284,0.5387,918,1957,0.4691,975,2330,0.4185,973,2201,0.4421,2226,4153,0.536,2785,4479,0.6218,4137,5591,0.7399,4371,5495,0.7955,2637,3334,0.7909,721,1092,0.6603,4627,9421,0.4911,14775,20231,0.7303,498,1288,0.3866,0,0,,14709,20908,0.7035,185,435,0.4253,3746,7731,0.4845,86,156,0.5513,81,142,0.5704,1093,1568,0.6971,3726,7679,0.4852,793,1308,0.6063,13575,18689,0.7264,341,911,0.3743,0,0,,109,335,0.3254,76,100,0.76,0,0,,0,0,,3591,7473,0.4805,154,251,0.6135,1,7,0.1429,0,0,,27,85,0.3176,59,71,0.831,0,0,,0,0,,29,79,0.3671,52,60,0.8667,0,3,0.0,0,0,,78,141,0.5532,859,1060,0.8104,156,367,0.4251,0,0,,3576,7430,0.4813,149,242,0.6157,1,7,0.1429,0,0,
1125,TUSCALOOSA,84708,143894,0.5887,36560,65995,0.554,48142,77883,0.6181,6,16,0.375,939,1542,0.6089,6395,12167,0.5256,6104,15694,0.3889,5861,14449,0.4056,13071,25268,0.5173,13832,21921,0.631,14369,20261,0.7092,14154,18658,0.7586,7944,10505,0.7562,2034,3384,0.6011,30964,61063,0.5071,49917,73554,0.6786,3827,9277,0.4125,0,0,,54180,83117,0.6519,1239,2850,0.4347,23420,47958,0.4883,644,1189,0.5416,466,1079,0.4319,4759,7701,0.618,23226,47443,0.4896,5771,8600,0.671,45553,67827,0.6716,2856,6690,0.4269,0,0,,903,2425,0.3724,333,421,0.791,3,4,0.75,0,0,,22927,47235,0.4854,483,690,0.7,10,33,0.303,0,0,,435,940,0.4628,206,245,0.8408,3,4,0.75,0,0,,296,853,0.347,166,222,0.7477,4,4,1.0,0,0,,632,1010,0.6257,3176,4149,0.7655,951,2542,0.3741,0,0,,22766,46767,0.4868,450,644,0.6988,10,32,0.3125,0,0,
1127,WALKER,29542,47279,0.6248,13622,22195,0.6137,15918,25080,0.6347,2,4,0.5,240,379,0.6332,1612,3192,0.505,1835,3928,0.4672,1818,3736,0.4866,3886,7019,0.5536,4556,7378,0.6175,5628,8107,0.6942,5646,7463,0.7565,3425,4552,0.7524,894,1505,0.594,3054,6279,0.4864,22144,28473,0.7777,4344,12527,0.3468,0,0,,25171,39413,0.6386,330,739,0.4465,1570,3116,0.5039,149,262,0.5687,109,214,0.5093,2213,3535,0.626,1558,3090,0.5042,1488,2659,0.5596,19679,25290,0.7781,4004,11464,0.3493,0,0,,163,525,0.3105,166,212,0.783,1,2,0.5,0,0,,1201,2594,0.463,369,522,0.7069,0,0,,0,0,,39,132,0.2955,110,130,0.8462,0,0,,0,0,,32,120,0.2667,77,93,0.828,0,1,0.0,0,0,,131,249,0.5261,1743,2226,0.783,339,1060,0.3198,0,0,,1194,2576,0.4635,364,514,0.7082,0,0,,0,0,
1129,WASHINGTON,8344,13271,0.6287,3803,6321,0.6016,4541,6950,0.6534,0,0,,62,115,0.5391,470,981,0.4791,500,1082,0.4621,482,1002,0.481,1027,1940,0.5294,1204,1951,0.6171,1673,2377,0.7038,1638,2115,0.7745,1006,1280,0.7859,282,425,0.6635,1920,3721,0.516,6150,8748,0.703,274,802,0.3416,0,0,,5731,8481,0.6757,50,119,0.4202,1659,3175,0.5225,20,32,0.625,346,680,0.5088,538,784,0.6862,1646,3156,0.5215,346,610,0.5672,5251,7513,0.6989,134,358,0.3743,0,0,,3,9,0.3333,34,62,0.5484,13,48,0.2708,0,0,,1478,2949,0.5012,178,220,0.8091,3,6,0.5,0,0,,2,2,1.0,14,20,0.7,4,10,0.4,0,0,,46,82,0.561,242,393,0.6158,58,205,0.2829,0,0,,45,69,0.6522,431,540,0.7981,62,175,0.3543,0,0,,1473,2943,0.5005,173,213,0.8122,0,0,,0,0,
1131,WILCOX,5169,8206,0.6299,2206,3877,0.569,2963,4329,0.6845,0,0,,31,57,0.5439,249,578,0.4308,307,711,0.4318,262,602,0.4352,605,1142,0.5298,795,1302,0.6106,1048,1421,0.7375,1087,1364,0.7969,624,779,0.801,156,244,0.6393,3919,6527,0.6004,1193,1576,0.757,57,103,0.5534,0,0,,1627,2124,0.766,13,21,0.619,3404,5869,0.58,2,11,0.1818,10,22,0.4545,113,159,0.7107,3399,5858,0.5802,493,607,0.8122,1093,1447,0.7554,41,70,0.5857,0,0,,9,15,0.6,4,6,0.6667,0,0,,0,0,,3385,5843,0.5793,19,26,0.7308,0,0,,0,0,,0,7,0.0,2,4,0.5,0,0,,0,0,,5,16,0.3125,5,6,0.8333,0,0,,0,0,,27,39,0.6923,70,87,0.8046,16,33,0.4848,0,0,,3381,5834,0.5795,18,24,0.75,0,0,,0,0,
1133,WINSTON,11034,17069,0.6464,5149,8145,0.6322,5884,8923,0.6594,1,1,1.0,115,171,0.6725,611,1224,0.4992,582,1253,0.4645,572,1189,0.4811,1293,2270,0.5696,1605,2524,0.6359,2368,3253,0.7279,2164,2799,0.7731,1397,1813,0.7705,324,563,0.5755,543,1127,0.4818,10139,14896,0.6807,352,1046,0.3365,0,0,,9990,15277,0.6539,152,363,0.4187,38,103,0.3689,50,80,0.625,47,71,0.662,757,1175,0.6443,38,102,0.3725,374,634,0.5899,9373,13916,0.6735,243,727,0.3343,0,0,,82,278,0.295,70,85,0.8235,0,0,,0,0,,21,85,0.2471,17,18,0.9444,0,0,,0,0,,21,43,0.4884,29,36,0.8056,0,1,0.0,0,0,,19,36,0.5278,28,35,0.8,0,0,,0,0,,26,51,0.5098,622,806,0.7717,109,318,0.3428,0,0,,21,84,0.25,17,18,0.9444,0,0,,0,0,
